124,44,161,74
121,48,163,72
121,48,163,72
120,48,163,75
120,48,162,74
144,53,135,74
145,56,133,72
146,57,128,73
147,57,127,73
148,56,123,76
150,64,121,69
152,67,115,69
153,69,110,67
154,72,108,66
154,72,108,66
155,75,105,64
156,77,99,64
159,82,91,61
160,85,87,59
160,88,86,57
160,88,86,57
161,90,85,56
162,92,83,55
163,97,76,52
163,99,76,51
165,102,71,48
165,102,76,48
166,104,78,47
167,105,78,46
172,109,76,43
174,112,72,41
177,113,54,40
177,113,54,40
179,114,52,39
182,116,64,37
187,119,49,35
190,120,45,34
191,121,43,33
191,121,43,33
193,123,41,31
193,123,41,31
195,125,36,29
195,126,35,27
194,128,35,26
194,128,35,26
193,128,34,26
192,128,32,25
191,129,30,24
191,130,29,23
192,131,27,21
192,131,27,21
191,132,26,20
191,132,26,20
190,134,25,18
190,134,24,19
189,135,25,18
189,135,25,19
189,136,23,17
190,136,22,17
188,136,21,17
185,136,20,18
184,136,19,18
184,136,19,17
181,136,19,18
179,136,19,18
176,137,17,17
174,137,17,17
173,136,17,17
173,136,17,17
171,136,17,17
170,136,16,17
168,136,15,17
168,136,15,16
168,136,14,15
168,136,14,15
168,136,13,15
167,135,14,14
165,135,14,14
165,135,14,12
164,135,15,13
164,135,15,13
165,135,13,14
166,135,12,14
165,134,12,13
165,134,12,14
165,134,10,11
165,134,10,11
165,134,10,11
165,134,10,11
165,135,10,10
164,135,10,10
164,134,10,11
165,134,9,11
164,134,10,10
164,134,10,9
166,133,9,10
166,133,10,10
167,135,9,9
168,135,8,9
168,135,8,8
168,134,8,9
168,133,7,10
168,133,7,9
167,132,9,10
167,132,9,10
167,131,11,11
166,132,12,8
164,130,10,9
163,128,12,10
162,128,13,8
162,128,13,8
161,127,15,8
160,124,16,11
158,124,16,10
159,124,15,10
159,124,21,13
159,123,22,15
155,120,26,18
159,123,22,15
153,123,28,19
0,0,0,0
142,117,38,25
142,117,37,25
143,118,38,26
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
130,115,45,33
0,0,0,0
0,0,0,0
121,112,58,42
121,112,58,42
121,112,58,42
120,112,61,44
119,110,66,49
118,109,70,52
117,107,73,55
116,107,74,55
114,106,79,58
114,105,79,59
118,103,78,58
137,122,71,43
138,118,61,42
111,93,90,67
122,103,77,57
123,103,76,57
128,106,74,55
128,106,74,55
128,108,72,56
128,108,76,58
128,107,76,59
128,109,71,56
125,112,69,54
124,113,70,54
125,115,67,51
125,115,69,53
123,115,68,52
124,116,67,51
124,115,66,50
132,116,33,33
134,117,51,40
123,114,66,48
124,114,65,47
124,114,65,47
136,129,23,15
137,127,47,24
138,118,51,35
125,113,65,44
128,113,63,44
129,113,155,79
129,113,65,42
145,127,21,14
145,127,21,14
133,114,64,38
170,132,118,55
191,150,102,38
236,156,50,30
129,113,66,36
129,114,121,48
123,103,126,57
129,116,140,50
126,113,130,54
150,124,105,43
229,155,25,12
117,116,62,26
160,133,84,34
186,145,59,38
161,134,80,49
170,136,66,47
119,121,67,22
144,132,89,40
157,142,77,45
159,137,70,36
128,128,83,45
134,133,85,61
155,139,18,13
138,135,81,60
159,144,125,52
153,144,135,53
154,145,130,54
144,139,63,16
147,143,74,59
151,144,63,14
151,144,63,14
151,144,64,14
154,144,63,13
157,144,63,12
160,144,63,12
163,144,63,12
165,145,59,60
165,144,62,11
165,140,63,14
169,140,60,13
170,139,61,12
170,137,61,13
170,137,61,13
171,137,62,13
172,135,60,14
172,134,61,14
305,161,14,25
308,162,11,13
308,162,11,13
307,163,12,18
175,132,56,17
155,180,40,31
124,181,71,46
12,185,307,47
0,195,319,44
3,194,311,38
3,195,281,39
3,187,311,52
183,128,53,20
181,126,56,23
181,126,56,23
183,124,55,24
184,124,55,23
184,122,55,25
9,181,310,56
0,205,304,34
0,207,319,32
0,210,319,29
6,213,313,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
233,124,86,50
192,122,127,65
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
236,108,83,63
234,105,85,65
233,103,86,91
230,96,89,70
226,94,93,72
226,94,93,72
224,92,94,74
222,92,89,74
216,92,103,75
213,96,87,74
212,98,85,74
212,98,85,74
210,98,86,77
212,100,84,76
218,103,84,77
234,109,82,78
242,114,77,79
242,114,77,79
248,120,71,76
252,123,67,74
256,128,63,70
261,131,58,67
261,130,58,68
261,130,58,68
260,128,59,69
257,125,62,72
256,118,63,77
248,109,71,81
243,105,76,82
243,105,76,82
240,101,79,81
235,96,70,81
232,90,69,82
227,79,67,80
226,74,67,80
226,74,67,81
223,72,66,84
224,70,64,82
225,70,64,81
226,69,63,81
230,69,61,82
230,69,61,82
233,70,61,82
233,72,61,82
234,72,60,82
234,72,65,81
232,72,59,82
232,72,59,82
230,73,57,81
230,73,58,81
231,74,55,81
238,79,55,82
247,80,55,80
247,80,55,80
259,79,54,80
268,80,51,79
272,79,47,80
277,80,42,77
274,76,45,79
274,76,45,79
272,71,47,80
265,66,54,79
261,63,58,79
247,58,53,79
240,56,53,78
240,56,53,78
233,56,52,78
225,56,53,77
222,56,49,77
212,55,49,77
210,55,51,77
209,55,52,77
211,56,50,78
214,59,49,75
217,59,50,75
228,64,48,73
230,66,49,73
230,66,49,72
235,69,50,70
241,70,46,70
242,70,45,70
239,73,44,68
234,73,45,69
234,73,45,69
229,75,50,67
225,74,55,67
219,75,44,65
208,76,41,60
203,77,39,58
203,77,39,58
200,78,37,55
196,78,35,55
192,79,35,53
187,80,33,47
185,80,32,46
185,80,32,46
185,81,30,45
185,83,28,42
187,86,26,37
192,92,22,32
193,94,21,30
193,94,21,30
193,96,21,28
193,97,19,27
192,98,19,27
192,100,15,25
192,100,15,24
192,100,15,24
193,100,15,25
194,101,15,23
195,101,13,22
195,101,14,19
195,101,14,19
195,101,14,19
192,101,17,19
195,101,13,18
195,101,13,19
195,100,13,20
195,99,13,20
195,99,13,20
195,100,15,19
194,99,18,20
194,98,20,21
194,97,23,22
194,98,25,20
194,98,25,19
194,97,25,20
195,96,28,20
194,96,28,19
195,96,12,16
194,96,13,15
194,96,13,15
194,96,13,15
195,96,12,15
195,96,12,15
196,96,11,15
196,96,11,15
196,96,11,15
197,96,10,15
196,96,11,15
197,96,10,15
198,96,9,15
198,94,10,17
197,92,11,19
198,94,12,17
198,95,13,16
197,96,13,14
197,94,15,16
196,95,17,15
196,95,16,15
196,94,15,16
196,94,16,17
195,94,14,16
194,95,14,15
193,96,15,15
193,96,16,15
193,95,18,16
192,96,19,15
192,95,22,16
191,95,18,16
189,94,26,16
189,94,28,16
188,94,26,16
187,94,25,17
185,94,24,17
185,95,19,16
182,95,22,16
182,95,22,16
180,95,24,16
178,95,24,16
177,96,15,15
176,93,23,18
173,96,28,15
173,96,28,15
171,96,27,15
170,95,30,16
168,95,29,16
167,95,33,16
164,96,36,15
164,96,35,15
163,96,30,16
162,96,21,16
161,96,21,17
160,96,22,17
159,96,23,19
159,96,22,19
158,96,10,18
157,96,10,19
156,96,10,18
155,97,11,17
154,97,11,18
154,97,10,18
153,97,11,18
153,96,11,20
152,96,11,20
152,96,11,19
151,96,10,20
151,96,11,20
151,96,11,21
150,96,11,20
150,96,11,20
149,96,12,20
150,96,12,19
150,96,12,20
151,95,12,22
152,96,12,20
153,96,11,20
153,94,12,22
155,95,12,19
155,96,12,18
155,95,12,20
155,94,14,20
156,94,14,20
156,94,14,20
157,93,14,21
157,93,14,21
156,91,16,23
156,90,17,24
156,88,17,23
155,85,18,25
152,80,21,27
152,80,21,27
150,76,21,30
146,73,24,32
144,70,23,33
139,66,26,35
131,58,31,42
131,58,31,42
129,60,31,40
128,62,31,39
125,64,32,38
123,65,32,38
120,67,33,38
120,67,33,38
119,68,33,39
119,68,33,39
119,70,33,37
119,71,35,37
120,72,34,37
120,72,34,37
119,72,36,37
120,72,36,38
120,73,37,37
120,73,38,37
120,73,40,37
120,73,40,37
123,73,39,37
123,73,38,36
128,75,38,34
128,75,38,34
128,73,40,36
128,73,40,36
130,74,40,34
130,73,40,33
131,71,43,34
133,70,42,33
140,72,35,24
140,72,35,25
142,69,38,26
136,65,45,30
138,64,46,31
144,64,41,29
144,63,41,31
143,64,42,29
139,62,46,32
139,62,47,32
136,60,48,36
135,60,50,37
130,60,59,41
130,60,60,42
0,0,0,0
125,63,56,37
120,62,57,38
119,63,65,48
109,62,70,47
109,61,70,49
108,62,72,48
111,62,72,49
112,62,67,48
110,80,45,21
104,60,75,48
104,60,75,48
103,64,73,43
104,64,74,44
100,60,79,48
0,0,0,0
104,83,47,20
104,84,47,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
88,90,40,15
88,90,40,15
85,90,42,15
85,90,42,15
83,91,57,20
83,91,58,19
78,91,59,20
78,91,59,20
76,92,60,20
74,92,68,23
73,94,69,22
72,95,71,22
73,96,70,21
73,96,70,21
72,97,69,21
72,98,71,21
73,98,70,21
74,99,69,20
74,100,69,20
74,100,70,20
74,100,74,22
75,101,75,21
76,101,75,21
76,101,75,22
78,100,78,23
78,100,79,23
79,100,80,22
80,100,80,23
81,103,82,21
81,103,83,21
81,104,81,20
81,104,81,20
81,103,86,22
81,103,86,23
80,104,87,22
85,106,82,20
86,107,81,19
86,107,81,20
87,109,80,18
87,109,80,18
81,108,86,20
80,108,87,20
80,107,87,22
80,108,87,21
66,107,96,23
65,107,97,23
62,106,97,25
62,106,97,25
59,105,100,26
59,105,100,26
56,105,102,27
54,106,100,26
53,105,101,28
53,106,100,28
54,106,97,28
54,106,97,28
54,104,97,30
53,104,98,30
54,103,100,31
54,103,100,31
54,103,100,31
54,103,100,31
57,103,99,32
57,103,100,32
59,103,97,32
60,104,98,30
61,104,98,30
61,104,98,30
60,103,101,31
59,102,105,32
51,101,113,32
50,105,116,29
69,114,97,20
69,114,97,20
68,113,96,20
64,113,103,20
64,112,101,20
62,113,101,19
58,112,108,20
59,112,107,20
54,111,110,20
52,112,110,19
48,111,113,20
46,112,113,19
43,111,116,20
43,111,116,20
33,110,122,20
29,110,122,20
24,110,127,20
27,111,121,19
18,109,131,20
18,109,131,20
14,108,132,20
11,108,136,20
8,107,139,21
8,107,139,20
7,108,140,18
5,108,142,19
0,106,149,21
0,106,151,21
0,107,149,20
0,107,151,20
4,110,147,17
0,107,151,20
0,108,155,19
66,115,91,12
65,116,94,11
67,115,92,12
69,116,93,12
69,116,93,12
72,116,93,12
72,116,94,12
72,116,96,13
73,116,97,12
74,116,98,13
74,116,98,13
77,116,97,13
80,116,95,14
80,116,97,15
80,116,98,15
81,115,99,16
81,115,100,16
81,114,102,18
82,114,101,18
82,114,101,18
81,114,102,19
81,114,103,20
81,115,102,19
80,114,103,20
79,114,104,20
77,114,105,21
75,113,107,22
75,113,105,22
75,113,105,22
72,112,108,23
71,112,110,23
70,111,109,24
68,110,111,25
68,110,111,25
68,110,111,25
68,110,112,26
68,109,114,27
68,109,114,28
68,109,115,28
69,109,115,28
68,109,116,28
70,109,118,28
71,108,118,29
71,109,120,28
73,109,118,28
73,108,121,29
73,108,121,29
77,108,121,29
76,107,123,30
79,107,120,29
80,107,124,29
80,107,125,29
80,107,125,29
80,106,127,29
81,106,129,28
82,105,130,29
82,105,131,29
85,105,130,29
85,105,130,29
85,105,133,29
86,104,135,30
85,105,135,29
85,104,137,30
85,105,137,30
85,105,137,30
85,105,138,29
85,105,138,29
85,105,138,29
83,105,140,29
83,106,140,28
83,106,140,28
80,105,143,29
80,105,143,30
79,105,147,30
80,105,145,30
74,105,150,29
74,105,150,30
71,105,156,29
73,105,154,27
75,105,152,27
73,105,154,27
74,105,154,27
74,105,154,27
76,105,153,25
76,105,154,24
74,105,155,23
70,105,159,24
71,105,158,23
71,105,158,23
75,104,156,21
75,104,156,20
75,104,156,19
75,104,158,18
76,102,159,19
76,102,160,19
76,101,162,17
76,101,161,16
77,100,162,17
76,100,163,17
77,100,165,15
77,100,165,15
76,99,167,12
74,97,169,11
74,96,172,10
73,95,172,10
72,94,172,10
72,94,172,10
70,90,174,11
70,89,174,12
68,87,176,12
67,86,176,12
65,85,174,13
65,85,174,13
64,83,175,12
64,83,175,12
62,80,177,11
63,80,176,11
63,78,176,13
63,78,176,13
64,75,174,15
64,75,173,15
66,72,172,18
67,72,171,18
68,71,171,19
68,71,171,18
70,68,169,19
71,65,168,23
71,64,168,20
73,62,171,21
73,61,170,21
73,61,170,21
73,60,170,21
81,58,165,20
88,58,159,19
93,57,154,18
98,56,150,18
98,56,150,18
102,55,149,19
115,52,131,19
120,51,123,18
128,49,114,18
134,47,106,18
135,47,105,17
143,46,52,16
160,42,73,19
168,40,55,15
177,38,54,16
185,37,54,15
185,37,54,15
194,37,54,15
210,37,56,26
210,37,65,26
213,37,69,27
228,37,60,22
228,37,60,22
225,37,69,23
226,36,77,23
225,35,81,24
221,33,87,26
218,34,92,25
217,34,93,25
217,34,96,25
213,35,102,25
216,35,99,24
213,36,101,23
216,38,98,21
217,38,97,21
217,39,95,20
215,43,94,17
213,46,93,14
211,48,92,14
209,49,91,14
209,49,91,14
208,51,89,13
203,54,88,11
201,56,87,14
200,58,86,11
199,59,86,15
199,59,85,15
198,61,84,13
196,64,83,10
196,64,82,10
196,64,80,10
196,64,80,12
196,64,80,12
197,64,78,11
197,64,77,10
197,64,76,6
197,63,74,7
195,63,75,6
196,63,74,6
195,63,74,6
194,63,72,6
193,63,72,5
193,63,70,5
193,63,70,5
193,63,70,5
194,63,69,5
196,63,69,5
198,62,68,5
145,62,121,5
145,62,122,5
144,61,123,6
146,61,121,6
149,60,119,6
150,60,119,6
151,60,117,6
152,60,116,6
152,60,116,6
154,60,111,6
156,60,111,6
157,60,110,5
158,59,108,6
159,60,107,6
159,60,107,6
159,60,107,6
160,61,105,6
160,62,104,5
160,64,103,4
160,65,103,4
160,65,103,4
160,66,101,4
161,66,99,5
161,66,99,5
162,67,98,4
164,67,96,5
163,67,97,5
164,67,96,5
132,67,128,7
134,68,126,5
134,68,128,6
134,68,129,6
133,68,130,6
136,68,128,6
136,69,130,5
145,69,122,5
147,69,122,5
149,69,120,6
149,69,120,6
146,69,124,6
149,69,121,6
148,70,121,6
148,70,121,6
147,70,122,6
147,70,122,6
148,70,121,6
150,71,119,5
151,71,118,6
147,71,122,6
145,72,124,6
145,71,124,7
153,72,117,6
152,73,119,6
153,73,119,6
153,73,121,5
154,73,120,6
153,73,122,6
154,73,122,6
160,73,118,6
160,73,118,6
160,73,119,6
160,73,119,6
160,72,119,7
160,73,119,6
163,73,117,6
163,73,105,7
161,73,103,8
160,73,121,8
161,73,120,8
160,73,121,9
166,74,117,8
166,74,119,8
166,74,119,8
172,74,113,8
172,74,113,8
170,73,116,10
170,73,118,10
173,73,116,9
174,73,115,9
174,73,115,9
174,73,115,9
174,73,117,9
179,73,114,8
180,73,112,8
183,73,92,8
183,73,94,9
183,73,94,9
183,73,94,9
184,73,92,9
184,73,93,10
184,73,93,12
185,72,92,11
185,72,92,11
185,72,91,11
185,73,86,10
185,73,86,10
186,73,85,9
186,73,85,11
185,73,86,11
186,73,85,11
187,74,84,10
187,74,84,10
188,74,83,10
188,74,85,10
188,74,85,10
189,74,84,10
192,74,83,10
194,74,83,10
195,74,83,9
197,73,82,9
197,73,82,9
199,73,82,9
204,73,80,14
206,72,80,14
208,72,78,15
210,72,77,14
210,72,77,14
212,72,76,14
216,72,71,14
219,72,70,14
221,72,69,14
224,72,68,14
224,72,67,14
225,72,68,15
229,71,65,15
231,71,64,15
234,71,62,15
235,71,62,15
235,71,62,15
237,70,60,16
240,71,57,16
242,71,55,16
243,71,54,16
244,71,52,16
244,71,52,16
244,72,51,15
246,72,49,15
246,72,47,15
246,72,47,15
245,72,47,15
245,72,47,15
245,73,46,14
245,73,46,14
243,72,21,7
240,72,26,8
240,72,26,9
239,72,27,9
238,72,31,10
233,72,37,10
232,72,39,10
228,72,43,10
227,71,44,11
227,71,44,10
226,71,45,10
224,72,49,9
220,71,54,10
219,71,53,10
